Name,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_euro,Edad
Hyundai,Hyderabad,74000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3445.98,14
Mercedes-Benz,Kochi,77771,Diesel,Automatic,3,19.27,2143.0,170.0,5.0,20720.32,9
Hyundai,Pune,45275,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3112.49,12
Toyota,Chennai,48000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,22510.0,8
Audi,Kochi,31652,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,29768.79,9
Toyota,Hyderabad,109000,Diesel,Manual,2,12.99,2494.0,100.6,7.0,9181.86,14
Volkswagen,Mumbai,31978,Petrol,Manual,3,16.47,1198.0,73.9,5.0,4324.14,9
Maruti,Hyderabad,70000,Petrol,Manual,3,20.92,998.0,67.1,5.0,2334.37,13
Honda,Mumbai,15000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,14106.27,7
Tata,Coimbatore,59138,Diesel,Manual,3,17.0,1405.0,70.0,5.0,2867.94,11
Audi,Kochi,61726,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,23088.04,10
Mercedes-Benz,Delhi,48000,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,22521.12,9
Maruti,Hyderabad,77815,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4724.32,10
Mercedes-Benz,Hyderabad,29000,Diesel,Automatic,3,17.9,2143.0,201.15,5.0,63361.49,7
Land,Delhi,44000,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,48910.63,7
Volkswagen,Hyderabad,108626,Diesel,Manual,3,20.54,1598.0,103.6,5.0,4057.36,13
Maruti,Hyderabad,71791,Petrol,Manual,3,14.0,796.0,35.0,5.0,2278.79,12
Honda,Kochi,91931,Petrol,Manual,3,18.5,1198.0,86.8,5.0,3479.32,12
Tata,Hyderabad,158000,Diesel,Manual,2,14.07,2956.0,83.1,7.0,1667.41,24
Tata,Pune,91183,Diesel,Manual,3,18.0,1248.0,75.0,5.0,3168.07,12
Maruti,Delhi,65000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2945.75,12
Mahindra,Hyderabad,88428,Diesel,Manual,3,16.0,2179.0,140.0,7.0,11783.01,9
Tata,Pune,138000,Diesel,Manual,2,17.1,1396.0,70.0,5.0,1389.51,16
Maruti,Mumbai,18000,Petrol,Manual,3,16.02,1373.0,93.7,7.0,9170.74,6
Honda,Mumbai,60000,Petrol,Automatic,3,11.7,2354.0,177.6,5.0,4946.64,13
Maruti,Kolkata,48000,Diesel,Manual,3,19.3,1248.0,73.9,5.0,4112.94,12
Ford,Hyderabad,160000,Diesel,Manual,3,17.8,1399.0,68.0,5.0,3112.49,15
Honda,Kolkata,40000,Petrol,Manual,3,17.7,1497.0,78.0,5.0,2000.89,16
Audi,Kochi,51495,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,24399.73,10
BMW,Mumbai,30000,Diesel,Automatic,3,9.52,2993.0,313.0,4.0,54468.65,13
Audi,Coimbatore,97430,Diesel,Automatic,3,14.75,2967.0,245.0,7.0,69664.3,7
Hyundai,Pune,83000,Diesel,Manual,3,23.0,1396.0,90.0,5.0,6113.83,12
Hyundai,Bangalore,37000,Petrol,Automatic,1,16.95,1197.0,78.9,5.0,3279.24,15
Honda,Kochi,28503,Petrol,Automatic,3,19.0,1199.0,88.7,5.0,7625.61,8
Maruti,Hyderabad,76496,Diesel,Manual,3,25.2,1248.0,74.0,5.0,6836.37,9
Hyundai,Pune,79152,Petrol,Manual,2,18.5,1197.0,82.85,5.0,3668.3,13
Volkswagen,Kolkata,32000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,2834.59,13
Maruti,Ahmedabad,35000,Petrol,Manual,3,19.7,796.0,46.3,5.0,1667.41,15
Toyota,Chennai,105000,Petrol,Automatic,2,11.3,1794.0,125.0,5.0,2779.01,20
Maruti,Chennai,56000,Petrol,Manual,2,19.7,796.0,46.3,5.0,1556.25,18
Tata,Pune,73000,Diesel,Manual,3,21.12,1248.0,88.8,5.0,3779.46,12
Maruti,Pune,38000,Petrol,Manual,3,19.7,796.0,46.3,5.0,2501.11,12
Skoda,Kolkata,775000,Diesel,Automatic,3,19.3,1968.0,141.0,5.0,8337.04,11
Toyota,Kolkata,80000,Petrol,Automatic,3,11.3,1794.0,125.0,5.0,3112.49,16
Hyundai,Coimbatore,24973,Petrol,Manual,3,18.6,1197.0,81.83,5.0,8514.9,8
Maruti,Chennai,45000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,7947.98,8
Honda,Delhi,87430,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3890.62,14
Tata,Hyderabad,133944,Diesel,Manual,2,18.0,1248.0,75.0,5.0,3890.62,10
Honda,Kolkata,57000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3835.04,11
Hyundai,Coimbatore,27904,Petrol,Manual,3,21.1,814.0,55.2,5.0,3946.2,8
BMW,Kochi,30717,Diesel,Automatic,2,21.76,1995.0,190.0,5.0,28890.62,9
Hyundai,Bangalore,80000,Diesel,Manual,3,22.32,1582.0,126.32,5.0,5835.93,12
Tata,Ahmedabad,47304,Diesel,Manual,3,21.02,1248.0,88.8,5.0,3223.65,11
Skoda,Jaipur,100000,Petrol,Automatic,3,14.45,1984.0,227.0,5.0,2278.79,19
Maruti,Pune,30000,Petrol,Manual,3,24.07,998.0,67.1,5.0,4168.52,7
Ford,Mumbai,68000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,7503.33,10
Chevrolet,Kolkata,21000,Petrol,Manual,2,18.0,995.0,62.0,5.0,1056.02,13
Jaguar,Hyderabad,21000,Diesel,Automatic,3,19.33,1999.0,177.0,5.0,57803.47,7
Honda,Jaipur,119000,Petrol,Manual,1,13.1,1997.0,141.1,5.0,4346.38,17
Skoda,Kochi,13747,Petrol,Automatic,3,14.67,1798.0,177.46,5.0,30346.82,5
Hyundai,Chennai,620000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3001.33,15
Maruti,Delhi,70000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,3890.62,11
Maruti,Mumbai,18000,Petrol,Automatic,3,18.5,1197.0,83.14,5.0,6891.95,8
Nissan,Chennai,83000,Diesel,Manual,3,23.08,1461.0,63.1,5.0,3056.91,13
Maruti,Mumbai,130000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,3612.72,9
Ford,Pune,63400,Diesel,Manual,3,17.8,1399.0,67.0,5.0,3612.72,12
Maruti,Kolkata,65000,Petrol,Manual,3,17.3,993.0,60.0,5.0,722.54,21
Mini,Pune,8350,Petrol,Manual,3,13.8,1998.0,192.0,5.0,38906.18,7
Toyota,Kolkata,45000,Diesel,Manual,3,23.59,1364.0,67.05,5.0,3612.72,10
Maruti,Kolkata,26200,Petrol,Manual,3,24.7,796.0,47.3,5.0,3223.65,6
Maruti,Bangalore,11000,Petrol,Manual,1,18.9,796.0,47.0,5.0,3223.65,13
BMW,Bangalore,90000,Diesel,Automatic,2,11.0,2993.0,235.0,5.0,19730.99,15
Nissan,Mumbai,74000,Petrol,Automatic,2,11.07,2496.0,179.5,5.0,9170.74,9
Hyundai,Coimbatore,37081,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,6413.96,9
Maruti,Hyderabad,39000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,10549.13,7
Audi,Mumbai,99000,Diesel,Automatic,1,12.07,2967.0,241.4,7.0,14395.29,16
Mercedes-Benz,Chennai,38000,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,22232.1,9
Maruti,Chennai,72000,Petrol,Manual,1,16.1,796.0,37.0,4.0,1111.61,17
Renault,Chennai,93000,Diesel,Manual,2,20.45,1461.0,83.8,5.0,7892.4,9
Toyota,Mumbai,5900,Diesel,Manual,3,21.43,1364.0,87.2,5.0,18341.49,7
Mercedes-Benz,Chennai,25000,Diesel,Manual,3,15.8,2148.0,170.0,5.0,28901.73,10
Maruti,Hyderabad,68000,Diesel,Manual,2,21.1,1248.0,73.9,5.0,3557.14,14
Honda,Kochi,35676,Petrol,Automatic,3,16.0,1497.0,117.3,7.0,10538.02,7
Hyundai,Kochi,74310,Diesel,Manual,3,24.4,1120.0,71.0,5.0,4446.42,9
Mercedes-Benz,Jaipur,59364,Diesel,Automatic,3,14.21,2143.0,203.0,5.0,29457.54,10
Mercedes-Benz,Kochi,41380,Petrol,Automatic,2,14.8,1595.0,120.7,5.0,13083.59,10
Mercedes-Benz,Bangalore,33900,Diesel,Automatic,3,15.0,2143.0,204.0,5.0,41129.39,7
Honda,Mumbai,28000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,9726.55,8
Honda,Chennai,93982,Petrol,Manual,3,17.0,1497.0,118.0,5.0,4168.52,13
Hyundai,Pune,95000,Petrol,Manual,3,16.2,1599.0,103.2,5.0,2779.01,14
Jaguar,Mumbai,9000,Petrol,Automatic,3,13.5,1999.0,246.74,5.0,38350.38,7
Honda,Delhi,52516,Petrol,Manual,3,18.0,1198.0,86.7,5.0,5168.96,9
Mini,Bangalore,20000,Petrol,Automatic,3,18.86,1598.0,122.0,4.0,35571.37,9
Mercedes-Benz,Coimbatore,56451,Diesel,Automatic,3,13.5,2987.0,282.0,5.0,69819.92,7
Hyundai,Chennai,37000,Petrol,Manual,3,21.1,814.0,55.2,5.0,3612.72,10
Maruti,Kolkata,17400,Petrol,Manual,3,20.51,998.0,67.04,5.0,3445.98,10
Maruti,Coimbatore,90207,Diesel,Manual,3,21.1,1248.0,73.9,5.0,4346.38,13
BMW,Chennai,89616,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,12227.66,13
Tata,Pune,85000,Diesel,Manual,3,13.49,2179.0,138.03,5.0,3890.62,10
Audi,Chennai,79271,Diesel,Automatic,3,20.38,1968.0,143.0,5.0,18341.49,10
Land,Hyderabad,56000,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,33348.15,12
Mercedes-Benz,Pune,85001,Diesel,Automatic,2,12.0,2987.0,224.0,7.0,31124.94,14
Mitsubishi,Hyderabad,12000,Diesel,Automatic,3,13.5,2477.0,175.56,7.0,31124.94,6
Maruti,Jaipur,125000,Petrol,Manual,3,19.7,796.0,46.3,5.0,1022.68,14
Maruti,Pune,53000,Petrol,Manual,3,14.0,1061.0,64.0,5.0,3056.91,11
Land,Coimbatore,34990,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,59837.71,7
Hyundai,Pune,49768,Petrol,Manual,2,17.01,1591.0,121.3,5.0,5502.45,13
BMW,Hyderabad,56000,Diesel,Automatic,3,16.73,2993.0,218.0,5.0,37238.77,11
Jaguar,Bangalore,75000,Diesel,Automatic,3,14.74,2993.0,270.9,5.0,31069.36,11
Skoda,Hyderabad,57000,Petrol,Automatic,3,13.7,1798.0,157.75,5.0,8059.14,14
Audi,Kochi,37542,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,28579.37,7
Land,Coimbatore,95649,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,32981.33,10
Mercedes-Benz,Jaipur,35299,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,21120.5,11
Mahindra,Kochi,28464,Diesel,Manual,3,15.4,2179.0,120.0,7.0,14506.45,7
BMW,Mumbai,41000,Diesel,Automatic,3,21.76,1995.0,190.0,5.0,28345.93,9
Honda,Pune,9000,Petrol,Manual,3,15.4,1497.0,117.3,7.0,9448.64,7
Volvo,Chennai,92098,Diesel,Automatic,2,16.0,2400.0,215.0,5.0,8059.14,14
Hyundai,Pune,5834,Petrol,Manual,3,13.2,1495.0,94.0,5.0,889.28,19
Hyundai,Jaipur,40250,Petrol,Manual,3,17.19,1197.0,81.86,5.0,7670.08,7
Mercedes-Benz,Coimbatore,22397,Petrol,Automatic,3,11.5,2996.0,367.0,5.0,78912.85,6
Hyundai,Kolkata,20800,Petrol,Manual,2,21.1,814.0,55.2,5.0,2501.11,9
Hyundai,Kochi,40322,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6113.83,6
Honda,Mumbai,52576,Petrol,Manual,3,13.0,1493.0,100.0,5.0,4835.48,11
Volkswagen,Kolkata,55000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,2501.11,14
Audi,Mumbai,47000,Petrol,Automatic,3,15.26,1798.0,187.74,5.0,27234.33,8
Hyundai,Coimbatore,23163,Petrol,Manual,3,15.29,1591.0,121.3,5.0,13372.61,7
Mercedes-Benz,Mumbai,50000,Petrol,Automatic,2,11.74,1796.0,186.0,5.0,9448.64,13
Mini,Mumbai,11900,Petrol,Automatic,3,16.82,1998.0,189.08,4.0,31680.75,10
Toyota,Bangalore,37000,Diesel,Manual,3,23.59,1364.0,67.04,5.0,6391.73,11
Honda,Delhi,30000,Petrol,Manual,2,19.4,1198.0,86.8,5.0,3557.14,10
Maruti,Coimbatore,12831,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,10993.78,6
Skoda,Coimbatore,143017,Diesel,Automatic,3,20.0,1968.0,138.1,5.0,7314.36,12
Hyundai,Kochi,13102,Petrol,Manual,3,21.1,814.0,55.2,5.0,4513.12,6
Renault,Coimbatore,24950,Diesel,Manual,3,20.37,1461.0,108.45,5.0,14862.16,5
BMW,Coimbatore,57832,Diesel,Automatic,3,16.2,2993.0,258.0,5.0,28701.65,13
Maruti,Kochi,34267,Petrol,Manual,3,22.74,796.0,47.3,5.0,4157.4,8
Volvo,Bangalore,33000,Diesel,Automatic,2,16.8,1984.0,150.0,5.0,24455.31,9
Maruti,Ahmedabad,55100,Petrol,Manual,3,18.9,998.0,67.1,5.0,1611.83,17
Honda,Kolkata,40000,Petrol,Manual,3,17.7,1497.0,78.0,5.0,2223.21,16
Chevrolet,Kolkata,15000,Petrol,Manual,3,13.7,1399.0,98.79,8.0,4168.52,10
Mahindra,Coimbatore,82756,Diesel,Manual,3,15.96,2523.0,62.1,7.0,8559.36,8
Hyundai,Hyderabad,20600,Petrol,Manual,3,21.1,814.0,55.2,5.0,2890.17,10
Hyundai,Coimbatore,29952,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,15306.8,7
Volkswagen,Mumbai,15000,Petrol,Manual,2,16.09,1598.0,103.5,5.0,7892.4,7
Honda,Pune,61938,Petrol,Automatic,2,12.9,1799.0,130.0,5.0,2945.75,16
Tata,Hyderabad,67000,Diesel,Manual,3,22.3,1248.0,74.0,5.0,2779.01,10
Mahindra,Kochi,61672,Diesel,Manual,3,16.0,2179.0,140.0,7.0,8370.39,11
Hyundai,Coimbatore,26185,Petrol,Manual,3,18.6,1197.0,81.83,5.0,8870.61,7
Audi,Bangalore,38000,Diesel,Automatic,2,14.16,1968.0,174.3,5.0,43352.6,10
Maruti,Chennai,67000,Petrol,Manual,2,18.5,1197.0,85.8,5.0,2501.11,13
Mitsubishi,Chennai,66000,Petrol,Manual,2,13.17,1999.0,114.0,5.0,4279.68,14
Toyota,Hyderabad,80883,Diesel,Manual,3,12.8,2494.0,102.0,7.0,15006.67,9
Maruti,Hyderabad,80219,Diesel,Manual,3,27.62,793.0,47.0,5.0,3890.62,8
Maruti,Delhi,12923,Diesel,Manual,3,25.1,1248.0,88.5,5.0,9915.52,6
Audi,Coimbatore,86642,Diesel,Automatic,3,15.17,1968.0,181.0,5.0,22643.4,8
BMW,Bangalore,19235,Diesel,Automatic,3,21.76,1995.0,190.0,5.0,40573.59,8
Audi,Coimbatore,51002,Diesel,Automatic,3,11.33,4134.0,335.2,7.0,54368.61,8
Hyundai,Pune,6800,Petrol,Manual,3,18.6,1197.0,81.83,5.0,8003.56,8
Renault,Hyderabad,82749,Diesel,Manual,3,19.01,1461.0,108.45,5.0,6658.51,12
Hyundai,Pune,51000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,5835.93,8
Ford,Delhi,31465,Diesel,Manual,3,22.7,1498.0,89.84,5.0,7225.43,10
Volkswagen,Hyderabad,76476,Petrol,Manual,3,16.47,1198.0,73.9,5.0,4891.06,11
Hyundai,Kolkata,14000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,5113.38,7
Tata,Ahmedabad,47000,Diesel,Manual,3,21.12,1248.0,88.8,5.0,3279.24,11
Honda,Kolkata,48466,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3623.83,13
Hyundai,Bangalore,46000,Petrol,Manual,2,17.92,1086.0,62.1,5.0,2467.76,16
Toyota,Hyderabad,162663,Diesel,Manual,3,12.99,2494.0,100.0,7.0,11671.85,12
Maruti,Coimbatore,25142,Diesel,Manual,3,28.09,1248.0,88.5,5.0,9181.86,7
Toyota,Delhi,69000,Diesel,Manual,3,12.55,2982.0,169.0,7.0,16062.69,11
Mercedes-Benz,Kochi,26405,Petrol,Automatic,3,12.6,1950.0,191.34,5.0,57169.85,6
Mercedes-Benz,Chennai,45000,Diesel,Manual,3,15.8,2148.0,170.0,5.0,25566.92,10
Skoda,Kolkata,64284,Diesel,Manual,3,17.72,1968.0,108.49,5.0,6113.83,12
Hyundai,Delhi,27000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,5002.22,9
Ford,Hyderabad,3678,Petrol,Manual,3,18.16,1196.0,86.8,5.0,7558.92,6
Skoda,Mumbai,21000,Petrol,Manual,3,16.8,1395.0,138.02,5.0,9726.55,11
Renault,Mumbai,67000,Diesel,Manual,2,19.87,1461.0,83.8,5.0,7781.24,9
Land,Delhi,24000,Diesel,Automatic,2,15.68,1999.0,177.0,5.0,37238.77,9
Ford,Chennai,75000,Diesel,Manual,2,20.0,1399.0,68.0,5.0,2501.11,13
Ford,Hyderabad,179000,Diesel,Automatic,2,12.8,2953.0,156.0,7.0,4713.21,16
Toyota,Coimbatore,47198,Diesel,Manual,3,12.55,2982.0,168.5,7.0,31591.82,7
Volkswagen,Kolkata,52000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,3056.91,12
Maruti,Jaipur,91000,Diesel,Manual,3,23.2,1248.0,73.94,5.0,3334.82,13
Nissan,Pune,60000,Diesel,Manual,3,23.08,1461.0,63.1,5.0,3946.2,11
Hyundai,Kolkata,37873,Diesel,Manual,3,22.32,1582.0,126.32,5.0,5335.7,11
BMW,Kolkata,31000,Petrol,Automatic,3,10.8,2497.0,150.0,5.0,15006.67,13
Mercedes-Benz,Pune,129000,Diesel,Automatic,3,11.0,2987.0,258.0,7.0,62249.89,7
Honda,Hyderabad,78000,Petrol,Automatic,3,12.0,2354.0,187.4,5.0,4435.3,20
Hyundai,Bangalore,32000,Diesel,Automatic,3,17.01,1582.0,126.2,5.0,17229.88,8
Hyundai,Jaipur,59000,Petrol,Manual,2,19.81,1086.0,68.05,5.0,2578.92,14
Mercedes-Benz,Kochi,35437,Diesel,Automatic,3,20.0,2143.0,136.0,5.0,20653.62,8
Maruti,Jaipur,98000,Petrol,Manual,3,16.02,1373.0,93.7,7.0,6113.83,10
Skoda,Chennai,72000,Diesel,Manual,2,18.7,1896.0,66.0,5.0,3557.14,18
Honda,Pune,79000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4446.42,9
Maruti,Chennai,29000,Petrol,Manual,3,17.3,993.0,60.0,5.0,1778.57,20
Maruti,Kochi,66012,Petrol,Manual,3,15.5,1586.0,103.3,5.0,4613.16,11
Honda,Mumbai,35000,Petrol,Automatic,3,16.5,1198.0,86.8,5.0,4724.32,10
Maruti,Ahmedabad,75000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2890.17,13
Toyota,Mumbai,80000,Petrol,Automatic,2,12.1,2362.0,164.7,5.0,3812.81,16
Chevrolet,Kochi,32717,Petrol,Manual,3,18.6,1199.0,79.4,5.0,2834.59,12
Toyota,Delhi,25000,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,35571.37,7
Ford,Mumbai,79000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6947.53,10
Maruti,Hyderabad,86000,Diesel,Manual,2,17.8,1248.0,75.0,5.0,4001.78,14
Mercedes-Benz,Pune,137000,Diesel,Automatic,3,13.5,2987.0,282.0,5.0,20564.7,14
Honda,Mumbai,25000,Petrol,Manual,2,17.3,1497.0,117.3,7.0,4724.32,9
Hyundai,Mumbai,8500,Petrol,Manual,2,18.9,1197.0,82.0,5.0,5335.7,7
Mahindra,Bangalore,34000,Diesel,Automatic,3,16.0,2179.0,140.0,7.0,14450.87,9
Skoda,Pune,41629,Petrol,Manual,2,14.83,1598.0,105.0,5.0,2501.11,12
Hyundai,Hyderabad,80227,Petrol,Manual,3,17.92,1086.0,62.1,5.0,2556.69,15
Hyundai,Kochi,8587,Petrol,Manual,3,15.29,1591.0,121.3,5.0,15073.37,5
Mahindra,Delhi,30000,Diesel,Manual,3,15.4,1997.0,120.0,7.0,13617.16,7
Skoda,Pune,64186,Diesel,Manual,3,20.5,1598.0,103.5,5.0,4179.64,11
Renault,Coimbatore,76427,Diesel,Manual,3,19.01,1461.0,108.45,5.0,9537.57,9
BMW,Hyderabad,75000,Diesel,Automatic,3,11.7,2993.0,245.0,5.0,30569.14,13
Toyota,Coimbatore,27075,Petrol,Manual,3,17.6,1496.0,88.73,5.0,5502.45,11
Maruti,Ahmedabad,30000,Petrol,Manual,3,22.5,998.0,67.04,5.0,3668.3,12
Hyundai,Chennai,69434,Petrol,Manual,3,15.8,1591.0,121.3,5.0,8892.84,8
Maruti,Jaipur,56000,Petrol,Manual,3,23.1,998.0,67.04,5.0,3101.38,10
Land,Coimbatore,49275,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,50733.66,7
Chevrolet,Pune,8700,Petrol,Manual,3,18.6,1199.0,76.8,5.0,2834.59,10
Tata,Ahmedabad,18000,Petrol,Manual,2,25.4,624.0,37.5,4.0,1111.61,10
Audi,Coimbatore,41041,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,41751.89,7
Mercedes-Benz,Kochi,80464,Diesel,Automatic,2,11.0,2987.0,198.5,5.0,10326.81,15
Maruti,Kochi,20667,Petrol,Manual,3,22.0,1197.0,81.8,5.0,7080.92,5
Fiat,Coimbatore,60283,Petrol,Manual,3,14.6,1368.0,112.0,5.0,3312.58,11
Maruti,Kochi,31696,Petrol,Manual,3,20.4,1197.0,81.8,5.0,6391.73,7
Toyota,Hyderabad,100000,Diesel,Manual,3,11.5,2982.0,171.0,7.0,14450.87,14
Maruti,Mumbai,13361,Petrol,Manual,3,16.02,1373.0,93.7,7.0,7558.92,10
BMW,Coimbatore,48394,Petrol,Automatic,3,12.05,1995.0,154.0,5.0,11660.74,14
Maruti,Jaipur,47399,Petrol,Manual,3,16.02,1373.0,93.7,7.0,6224.99,10
Honda,Mumbai,69000,Petrol,Automatic,2,16.8,1497.0,118.0,5.0,3168.07,14
Hyundai,Coimbatore,65278,Diesel,Manual,3,14.66,2199.0,194.3,7.0,9293.02,11
Tata,Jaipur,108000,Diesel,Manual,3,17.0,1405.0,70.0,5.0,1111.61,19
Mercedes-Benz,Kolkata,50645,Petrol,Automatic,2,10.93,2497.0,204.0,5.0,11949.76,14
Maruti,Hyderabad,130002,Diesel,Manual,3,19.3,1248.0,73.9,5.0,4279.68,13
Ford,Hyderabad,107000,Diesel,Manual,3,17.8,1399.0,67.0,5.0,3334.82,12
Honda,Coimbatore,41950,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,10671.41,9
Toyota,Delhi,109000,Diesel,Manual,3,13.0,2982.0,168.5,7.0,14728.77,12
Honda,Mumbai,9000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,6391.73,8
Hyundai,Delhi,43900,Diesel,Manual,3,22.54,1396.0,88.73,5.0,7503.33,10
Chevrolet,Bangalore,64000,Diesel,Manual,2,18.2,1248.0,73.8,7.0,5391.29,11
Mercedes-Benz,Kochi,13190,Petrol,Automatic,3,0.0,1950.0,181.43,5.0,43341.49,5
Maruti,Mumbai,77652,Petrol,Automatic,3,12.6,1586.0,103.2,5.0,3168.07,15
Toyota,Mumbai,55000,Diesel,Manual,3,12.99,2494.0,100.0,7.0,10571.37,12
BMW,Ahmedabad,59900,Diesel,Automatic,2,18.48,1995.0,177.0,5.0,20564.7,12
Renault,Delhi,73539,Diesel,Manual,3,19.01,1461.0,108.45,5.0,7503.33,9
BMW,Coimbatore,31645,Diesel,Automatic,3,20.68,1995.0,190.0,5.0,32681.19,7
Honda,Kochi,69690,Petrol,Manual,3,17.7,1497.0,78.0,5.0,3657.18,15
Maruti,Delhi,41000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,10560.25,8
Maruti,Pune,109200,Petrol,Manual,2,17.5,1298.0,85.8,5.0,2445.53,14
Mahindra,Pune,80000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,7225.43,12
Honda,Ahmedabad,51000,Petrol,Manual,3,13.5,1799.0,130.0,5.0,5446.87,17
Maruti,Pune,105000,Diesel,Manual,2,25.47,1248.0,88.5,7.0,7503.33,11
Toyota,Chennai,179000,Diesel,Manual,3,23.59,1364.0,67.04,5.0,4224.1,11
Audi,Delhi,12100,Petrol,Automatic,3,9.9,1984.0,207.8,2.0,32792.35,11
Skoda,Hyderabad,31000,Diesel,Manual,3,21.13,1498.0,108.4,5.0,11671.85,7
Volkswagen,Hyderabad,50000,Diesel,Manual,3,20.14,1498.0,88.8,5.0,6891.95,9
Skoda,Jaipur,48000,Diesel,Automatic,3,17.0,1896.0,105.0,5.0,5558.03,15
Mahindra,Chennai,35000,Diesel,Manual,3,19.2,1461.0,65.0,5.0,2556.69,17
Toyota,Ahmedabad,100200,Diesel,Automatic,3,11.36,2755.0,171.5,7.0,18897.29,8
BMW,Bangalore,47000,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,28345.93,10
Honda,Jaipur,63642,Diesel,Manual,3,27.3,1498.0,98.6,5.0,6280.57,9
Honda,Kochi,62550,Diesel,Manual,3,25.8,1498.0,98.6,5.0,6224.99,9
Jaguar,Kochi,37340,Diesel,Automatic,3,16.36,2179.0,187.7,5.0,33325.92,9
Maruti,Coimbatore,38461,Diesel,Manual,3,26.59,1248.0,74.0,5.0,8214.76,8
Jeep,Jaipur,29000,Diesel,Manual,3,17.1,1956.0,170.0,5.0,21120.5,6
Toyota,Pune,31000,Petrol,Manual,3,12.5,1794.0,132.0,5.0,5558.03,14
Honda,Kolkata,42086,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3723.88,13
Maruti,Chennai,49000,Petrol,Manual,3,18.6,1197.0,85.8,5.0,4946.64,11
Hyundai,Coimbatore,77240,Diesel,Automatic,3,22.32,1582.0,126.32,5.0,9237.44,5
Mahindra,Jaipur,105000,Diesel,Manual,2,15.96,2523.0,62.1,7.0,6669.63,12
Maruti,Chennai,35000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5835.93,10
Audi,Hyderabad,202082,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,13672.74,12
Ford,Chennai,129000,Petrol,Manual,1,13.8,1299.0,70.0,5.0,1667.41,20
Volkswagen,Coimbatore,33558,Diesel,Manual,3,20.14,1498.0,88.0,5.0,9026.23,6
Mahindra,Coimbatore,60271,Diesel,Manual,3,13.6,2523.0,63.0,7.0,6803.02,12
Honda,Coimbatore,45366,Diesel,Manual,3,25.1,1498.0,98.6,5.0,12094.26,7
Chevrolet,Kolkata,9500,Petrol,Manual,3,18.2,1199.0,82.5,5.0,3890.62,10
Hyundai,Kochi,42362,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6836.37,8
BMW,Chennai,21000,Diesel,Automatic,3,17.05,1995.0,184.0,5.0,36682.97,8
BMW,Mumbai,15200,Diesel,Automatic,3,15.06,1995.0,177.0,5.0,15006.67,12
Toyota,Mumbai,43690,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,19019.56,9
Audi,Kochi,79926,Diesel,Automatic,3,11.33,4134.0,335.2,7.0,33092.49,10
